IIIIIIIIIIII,-4.12628873167511
ZIIIIIIIIIII,1.0077257033854936
IZIIIIIIIIII,1.0077257033854936
ZZIIIIIIIIII,0.41461719477786846
YZYIIIIIIIII,-0.014553995313296866
YIYIIIIIIIII,-0.02828536883015557
XZXIIIIIIIII,-0.014553995313296866
XIXIIIIIIIII,-0.02828536883015557
YZZZYIIIIIII,0.025464683280937737
YIZZYIIIIIII,0.03457784316574761
XZZZXIIIIIII,0.025464683280937737
XIZZXIIIIIII,0.03457784316574761
YZZZZZZZZZYI,-0.0012383422257427276
YIZZZZZZZZYI,-0.012620948496934452
XZZZZZZZZZXI,-0.0012383422257427276
XIZZZZZZZZXI,-0.012620948496934452
IYZYIIIIIIII,-0.014553995313296863
ZYZYIIIIIIII,-0.02828536883015557
IXZXIIIIIIII,-0.014553995313296863
ZXZXIIIIIIII,-0.02828536883015557
YXXYIIIIIIII,0.0034268133936176466
YYXXIIIIIIII,-0.0034268133936176466
XXYYIIIIIIII,-0.0034268133936176466
XYYXIIIIIIII,0.0034268133936176466
YXIXYIIIIIII,0.0028266105498608775
YYIYYIIIIIII,0.0028266105498608775
XXIXXIIIIIII,0.0028266105498608775
XYIYXIIIIIII,0.0028266105498608775
YXIXZZZZZZYI,-0.0021804360897358876
YYIYZZZZZZYI,-0.0021804360897358876
XXIXZZZZZZXI,-0.0021804360897358876
XYIYZZZZZZXI,-0.0021804360897358876
IYZZZYIIIIII,0.025464683280937737
ZYZZZYIIIIII,0.03457784316574761
IXZZZXIIIIII,0.025464683280937737
ZXZZZXIIIIII,0.03457784316574761
YXXZZYIIIIII,-0.0028266105498608775
YYXZZXIIIIII,0.0028266105498608775
XXYZZYIIIIII,0.0028266105498608775
XYYZZXIIIIII,-0.0028266105498608775
YXIIXYIIIIII,0.0054053189398960725
YYIIXXIIIIII,-0.0054053189398960725
XXIIYYIIIIII,-0.0054053189398960725
XYIIYXIIIIII,0.0054053189398960725
YXIIIXZZZZYI,0.0005151338520668415
YYIIIYZZZZYI,0.0005151338520668415
XXIIIXZZZZXI,0.0005151338520668415
XYIIIYZZZZXI,0.0005151338520668415
YXIIIIXYIIII,0.0024545593213722247
YYIIIIXXIIII,-0.0024545593213722247
XXIIIIYYIIII,-0.0024545593213722247
XYIIIIYXIIII,0.0024545593213722247
YXIIIIIIXYII,0.0024545593213734945
YYIIIIIIXXII,-0.0024545593213734945
XXIIIIIIYYII,-0.0024545593213734945
XYIIIIIIYXII,0.0024545593213734945
IYZZZZZZZZZY,-0.001238342225742731
ZYZZZZZZZZZY,-0.012620948496934452
IXZZZZZZZZZX,-0.001238342225742731
ZXZZZZZZZZZX,-0.012620948496934452
YXXZZZZZZZZY,0.0021804360897358876
YYXZZZZZZZZX,-0.0021804360897358876
XXYZZZZZZZZY,-0.0021804360897358876
XYYZZZZZZZZX,0.0021804360897358876
YXIIXZZZZZZY,-0.0005151338520668415
YYIIXZZZZZZX,0.0005151338520668415
XXIIYZZZZZZY,0.0005151338520668415
XYIIYZZZZZZX,-0.0005151338520668415
YXIIIIIIIIXY,0.0020472686646498535
YYIIIIIIIIXX,-0.0020472686646498535
XXIIIIIIIIYY,-0.0020472686646498535
XYIIIIIIIIYX,0.0020472686646498535
IIZIIIIIIIII,-0.11747381774729962
ZIZIIIIIIIII,0.08917615611071615
IIYZYIIIIIII,0.007569067223764316
ZIYZYIIIIIII,0.00037963699602340474
IIXZXIIIIIII,0.007569067223764316
ZIXZXIIIIIII,0.00037963699602340474
IIYZZZZZZZYI,-0.005686411396917886
ZIYZZZZZZZYI,-0.007293724184532557
