HeH+,2,2,4
LiH,6,5,9,8,4,11,11,11,11,11,11,6,11,11,9,9,7,4,7,5,7,4,3,1
BeH2,6,9,6,13,13,13,13,6,12,13,11,11,11,7,7,6,6,7,6,4,2
NH3,5,14,9,12,9,14,15,16,16,16,15,16,15,15,15,14,15,12,16,14,16,15,15,15,16,14,15,16,15,15,15,15,15,15,15,9,14,13,15,13,13,15,15,16,14,15,15,7,15,14,15,12,14,13,14,14,12,11,13,12,13,9,11,10,9,10,9,9,8,7,6,6,6,4,5,3,4,2
BH3,4,14,10,15,15,15,15,13,15,15,14,15,15,15,15,14,12,13,13,14,14,13,15,14,12,14,14,14,14,14,14,13,13,13,13,13,10,13,13,13,9,13,13,12,11,13,11,13,13,12,13,13,12,13,12,13,13,13,12,9,12,10,11,13,13,12,13,12,11,12,10,11,11,10,10,11,12,11,10,9,7,10,7,8,10,9,7,7,6,5,6,5,3,2,1,1
